id,amount_tsh,existing year,funder,gps_height,installer,num_private,basin,subvillage,region,population,public_meeting,recorded_by,scheme_management,permit,extraction_type_class,management_group,payment_type,water_quality,quantity,source_class,waterpoint_type_group
28354,10.0,14.0,Germany Republi,1591,CES,0,Pangani,Matikoni,Kilimanjaro,65.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
2621,0.0,1.0,Government Of Tanzania,1085,DWE,0,Lake Tanganyika,Imalamanono,Kigoma,250.0,True,GeoData Consultants Ltd,Parastatal,True,handpump,parastatal,unknown,soft,insufficient,groundwater,hand pump
55216,0.0,16.0,Ms,1857,DWE,0,Internal,Oldonyowas,Arusha,150.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
40173,0.0,26.0,Dwe/norad,1679,DWE,0,Lake Rukwa,Kenya,Rukwa,350.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,surface,communal standpipe
37985,0.0,13.0,Ms,2119,DWE,0,Internal,Engedeko,Arusha,150.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,fluoride,enough,groundwater,other
52840,2400.0,unknown,Danida,1607,DWE,0,Rufiji,U,Iringa,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,annually,soft,enough,groundwater,communal standpipe
12109,50.0,2.0,World Bank,58,WORLD BANK,4,Rufiji,Kwa Gongo,Pwani,1200.0,True,GeoData Consultants Ltd,VWC,False,submersible,user-group,per bucket,salty,enough,groundwater,other
26963,0.0,unknown,Adb,0,DWE,0,Internal,Nhobola,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,Parastatal,True,gravity,parastatal,unknown,soft,dry,groundwater,communal standpipe
46197,0.0,unknown,Mwanasukari,-20,Mwanasukari,0,Pangani,Kinarani,Tanga,200.0,False,GeoData Consultants Ltd,Private operator,False,other,commercial,never pay,salty,insufficient,groundwater,other
22081,0.0,unknown,Dwsp,0,DWSP,0,Internal,Itigwangholo,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
46780,0.0,22.0,Lga,302,LGA,0,Ruvuma / Southern Coast,Msikisi,Mtwara,1.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,unknown,salty,insufficient,groundwater,hand pump
2633,0.0,3.0,Rwssp,754,RWSS,0,Ruvuma / Southern Coast,Shuleni,Ruvuma,250.0,True,GeoData Consultants Ltd,WUG,False,handpump,user-group,on failure,soft,insufficient,groundwater,hand pump
56927,0.0,unknown,Wvt,0,WVT,0,Lake Victoria,Ziga,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
59682,0.0,unknown,Ubalozi Wa Marekani/dwe,0,Ubalozi wa Marekani/DWE,0,Lake Tanganyika,Majengo Yatavira,Tabora,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
38169,0.0,10.0,Adra,1301,Adra/Community,0,Pangani,Kati,Arusha,154.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,unknown,soft,insufficient,surface,communal standpipe
49662,0.0,0.0,Private,106,Private,0,Wami / Ruvu,Kiguza,Pwani,500.0,True,GeoData Consultants Ltd,Private operator,False,submersible,commercial,never pay,salty,insufficient,groundwater,communal standpipe
27236,0.0,41.0,Government Of Tanzania,1598,DWE,0,Pangani,Toora,Kilimanjaro,1.0,False,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,insufficient,groundwater,other
66648,0.0,unknown,unknown,0,unknown,0,Lake Nyasa,Butumba,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,unknown,gravity,user-group,unknown,soft,enough,groundwater,communal standpipe
60179,0.0,7.0,Oikos E.Afrika,1589,Community,0,Internal,Lengare,Arusha,140.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,unknown,soft,insufficient,groundwater,communal standpipe
46608,20.0,9.0,Muwsa,772,MUWSA,0,Pangani,Langoni Street,Kilimanjaro,1.0,True,GeoData Consultants Ltd,Water authority,True,gravity,commercial,per bucket,soft,insufficient,groundwater,communal standpipe
7912,0.0,6.0,Irish Ai,241,DWE,0,Rufiji,Msumbiji,Morogoro,150.0,True,GeoData Consultants Ltd,unknown,True,handpump,user-group,never pay,soft,seasonal,groundwater,hand pump
40483,0.0,2.0,Cefa,1609,CEFA,0,Rufiji,Ukinga,Iringa,480.0,True,GeoData Consultants Ltd,WUA,True,gravity,user-group,on failure,soft,enough,groundwater,communal standpipe
28335,0.0,unknown,Rural Water Supply And Sanitat,0,DWE,0,Lake Tanganyika,Kaskazini,Shinyanga,<built-in function zeros>,unknown,GeoData Consultants Ltd,WUG,True,other,user-group,unknown,soft,enough,groundwater,other
64791,0.0,1.0,Kkkt,1782,Villagers,0,Rufiji,Muungano,Iringa,100.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
970,0.0,3.0,unknown,62,unknown,0,Wami / Ruvu,Mtaa Wa Tungini,Dar es Salaam,650.0,unknown,GeoData Consultants Ltd,Parastatal,unknown,submersible,parastatal,never pay,soft,enough,groundwater,communal standpipe
54743,500.0,0.0,I Wash,384,Local te,0,Wami / Ruvu,Kibwende,Morogoro,50.0,True,GeoData Consultants Ltd,VWC,True,rope pump,user-group,monthly,soft,enough,groundwater,hand pump
70993,50.0,4.0,Jaica,34,JAICA,0,Ruvuma / Southern Coast,Kiwanjani,Lindi,243.0,True,GeoData Consultants Ltd,WUA,False,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
46287,1200.0,6.0,Shipo,1832,SHIPO,0,Lake Nyasa,Igangitakula,Iringa,25.0,True,GeoData Consultants Ltd,WUA,False,gravity,user-group,annually,soft,enough,groundwater,communal standpipe
27169,0.0,37.0,Government Of Tanzania,1666,RWE,0,Pangani,Odukeni,Kilimanjaro,1.0,False,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,insufficient,groundwater,other
29471,30.0,1.0,Private Individual,-14,Pr,0,Wami / Ruvu,Zombengalawa,Pwani,80.0,False,GeoData Consultants Ltd,Private operator,True,other,commercial,per bucket,soft,enough,groundwater,other
71476,500.0,1.0,Villagers,1553,Villagers,0,Pangani,Heisume,Kilimanjaro,80.0,unknown,GeoData Consultants Ltd,Water authority,True,gravity,user-group,monthly,soft,enough,surface,communal standpipe
45420,0.0,unknown,Hesawa,0,HESAWA,0,Lake Victoria,Kumgogola,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,never pay,soft,enough,groundwater,other
71980,0.0,13.0,Dhv,107,DWE,0,Wami / Ruvu,Kibilo,Morogoro,250.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
72862,0.0,unknown,Ndrdp,0,NDRDP,0,Lake Victoria,Nyakahanga,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,monthly,soft,insufficient,groundwater,communal standpipe
6168,50.0,13.0,0,4,0,0,Wami / Ruvu,Mtaa Wa Kitunda Kati,Dar es Salaam,120.0,unknown,GeoData Consultants Ltd,WUG,False,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
73489,0.0,34.0,Government Of Tanzania,495,RWE,0,Wami / Ruvu,Vianzi B,Morogoro,1.0,True,GeoData Consultants Ltd,VWC,True,submersible,user-group,never pay,soft,insufficient,groundwater,communal standpipe
67595,200.0,11.0,Government Of Tanzania,1195,Government,0,Lake Tanganyika,Nyakitanga,Kigoma,950.0,True,GeoData Consultants Ltd,Water authority,False,handpump,user-group,monthly,soft,enough,groundwater,hand pump
37418,4000.0,2.0,Government Of Tanzania,1129,DDCA,0,Lake Rukwa,Ikulu,Rukwa,175.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,annually,salty,enough,groundwater,hand pump
23319,0.0,unknown,unknown,0,unknown,0,Lake Nyasa,Ndola,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,Parastatal,unknown,gravity,parastatal,unknown,soft,enough,groundwater,communal standpipe
379,0.0,2.0,Padep,1502,DWE,0,Internal,Imisigiyo,Arusha,100.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,on failure,soft,insufficient,surface,communal standpipe
61286,0.0,unknown,Danida,0,Central government,0,Lake Nyasa,Lusungo,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,Water authority,True,gravity,commercial,monthly,soft,enough,groundwater,communal standpipe
15933,0.0,12.0,Bffs,1449,BFFS,0,Wami / Ruvu,Nasetan,Manyara,1.0,True,GeoData Consultants Ltd,Company,True,submersible,user-group,unknown,salty,enough,groundwater,other
55858,0.0,unknown,Nytamboka,1251,Nyitamboka,0,Lake Victoria,Nyamaitage,Mara,50.0,unknown,GeoData Consultants Ltd,Other,unknown,rope pump,commercial,never pay,salty,insufficient,groundwater,hand pump
60144,0.0,41.0,Government Of Tanzania,304,DWE,0,Wami / Ruvu,Maroroi,Morogoro,1.0,True,GeoData Consultants Ltd,VWC,True,submersible,user-group,never pay,salty,dry,groundwater,communal standpipe
4352,0.0,unknown,Kkkt,0,KKKT,0,Lake Rukwa,Mbwaji,Mbeya,<built-in function zeros>,False,GeoData Consultants Ltd,VWC,False,handpump,user-group,on failure,soft,seasonal,groundwater,hand pump
9905,0.0,unknown,Dwsp,0,DWE,0,Internal,Mpera C,Shinyanga,<built-in function zeros>,unknown,GeoData Consultants Ltd,WUG,False,handpump,user-group,unknown,salty,insufficient,groundwater,hand pump
27743,500.0,33.0,Unicef,1564,DWE,0,Rufiji,Lialamu,Iringa,45.0,True,GeoData Consultants Ltd,WUA,True,gravity,user-group,monthly,soft,enough,surface,communal standpipe
35256,50.0,3.0,Private,79,DAWASCO,0,Wami / Ruvu,Butiama,Pwani,1.0,False,GeoData Consultants Ltd,Water authority,True,motorpump,commercial,per bucket,soft,enough,surface,communal standpipe
35537,0.0,1.0,Ki,1340,Ki,0,Wami / Ruvu,Changombe,Morogoro,150.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,unknown,surface,communal standpipe
25120,0.0,unknown,Netherlands,0,DWE,0,Lake Victoria,Ikungulyankoma,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,False,handpump,user-group,other,soft,enough,groundwater,hand pump
43468,0.0,unknown,Jimbo Fund,0,Maswi company,0,Lake Victoria,Gungui,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,Parastatal,True,handpump,parastatal,never pay,soft,enough,groundwater,hand pump
53035,0.0,1.0,Vifafi,1233,VIFAFI,0,Lake Victoria,Kubisiki,Mara,50.0,unknown,GeoData Consultants Ltd,Parastatal,True,gravity,parastatal,unknown,soft,enough,surface,communal standpipe
69597,0.0,34.0,Fini Water,273,FiNI WATER,0,Ruvuma / Southern Coast,Tandale,Lindi,560.0,True,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,salty,enough,groundwater,other
1440,2000.0,26.0,Danida,1518,DANID,0,Rufiji,Mbigili Kati,Iringa,60.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,annually,soft,enough,groundwater,communal standpipe
54701,1000.0,11.0,Rc Ch,2165,RC Ch,0,Lake Nyasa,Yerico,Iringa,15.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,annually,soft,enough,groundwater,communal standpipe
50701,0.0,unknown,World Vision,0,unknown,0,Lake Tanganyika,Bariadi,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,True,handpump,user-group,unknown,milky,enough,groundwater,hand pump
26306,0.0,22.0,Norad,1237,RWE,0,Lake Tanganyika,Migombani,Kigoma,500.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,unknown,soft,enough,groundwater,communal standpipe
5101,0.0,unknown,Government Of Tanzania,0,DWE,0,Lake Victoria,Ihanda 1,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,unknown,True,other,other,never pay,soft,enough,surface,communal standpipe
50562,0.0,unknown,Kkkt,0,KKKT,0,Lake Rukwa,Hasamba,Mbeya,<built-in function zeros>,False,GeoData Consultants Ltd,VWC,False,handpump,user-group,on failure,soft,insufficient,groundwater,hand pump
21381,0.0,15.0,Dhv,324,RWE,0,Rufiji,Kachechema,Morogoro,220.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,never pay,soft,insufficient,surface,communal standpipe
61186,0.0,unknown,Hesawa,0,DWE,0,Lake Victoria,Nyangoko A,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,unknown,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
10726,0.0,10.0,Tasaf,581,TASAF,0,Ruvuma / Southern Coast,Msasani,Ruvuma,1.0,False,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
38114,0.0,unknown,Elct,0,DWE,0,Lake Victoria,Lubale,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,insufficient,groundwater,improved spring
52810,0.0,15.0,Ir,283,Ir,0,Rufiji,Ugindoni,Morogoro,250.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
20389,0.0,14.0,Mdrdp,1992,MDRDP,0,Internal,Mamburay,Manyara,1.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
43615,0.0,17.0,Dwsp,1331,DWE,0,Lake Victoria,Itunduja,Shinyanga,500.0,True,GeoData Consultants Ltd,WUG,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
57068,0.0,39.0,Government Of Tanzania,1177,DWE,0,Pangani,Kiwida,Kilimanjaro,70.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,unknown,soft,enough,groundwater,communal standpipe
49109,0.0,3.0,Tanza,184,DWE,0,Wami / Ruvu,Bondeni,Morogoro,300.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
11086,0.0,unknown,Tasaf,0,TASAF,0,Lake Tanganyika,Upago,Shinyanga,<built-in function zeros>,unknown,GeoData Consultants Ltd,WUG,True,handpump,user-group,unknown,soft,dry,groundwater,hand pump
73675,0.0,2.0,Amref,1,AMREF,0,Rufiji,Malenda,Pwani,50.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
12727,100.0,3.0,0,-12,0,0,Wami / Ruvu,Mpiji,Dar es Salaam,389.0,True,GeoData Consultants Ltd,VWC,False,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
48628,0.0,unknown,unknown,0,unknown,0,Lake Nyasa,Busango,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,unknown,gravity,user-group,annually,soft,enough,groundwater,communal standpipe
34433,0.0,unknown,Danida,0,DANIDA,0,Lake Rukwa,Chansenama,Mbeya,<built-in function zeros>,False,GeoData Consultants Ltd,VWC,False,handpump,user-group,on failure,soft,enough,groundwater,hand pump
57340,0.0,unknown,Rwssp,0,GEOTAN,0,Internal,Kanisani,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,Parastatal,True,submersible,parastatal,never pay,soft,enough,surface,communal standpipe
46701,0.0,unknown,Hifab,0,Hesawa,0,Lake Victoria,Mwashilalage,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
35299,0.0,4.0,Government Of Tanzania,1226,DWE,0,Pangani,Kitongo,Tanga,1.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
41210,0.0,unknown,Government Of Tanzania,0,COMMU,0,Rufiji,Mazengo,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,submersible,user-group,per bucket,soft,insufficient,groundwater,communal standpipe
49874,0.0,15.0,Dhv,280,DWE,0,Rufiji,Mkonange,Morogoro,800.0,True,GeoData Consultants Ltd,unknown,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
13390,0.0,32.0,Fini Water,359,FINI WATER,0,Ruvuma / Southern Coast,Mbondeni Road,Lindi,1200.0,True,GeoData Consultants Ltd,VWC,False,other,user-group,never pay,salty,enough,groundwater,other
66488,25.0,16.0,Ru,1553,DWE,0,Lake Tanganyika,Tumaini,Rukwa,1.0,True,GeoData Consultants Ltd,Water authority,False,submersible,user-group,per bucket,salty,enough,groundwater,communal standpipe
67786,0.0,unknown,Netherlands,0,DWE,0,Lake Victoria,Bugumwa,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,False,handpump,user-group,on failure,soft,enough,groundwater,hand pump
57646,0.0,unknown,Lwi,0,LWI,0,Lake Victoria,Kilabela,Mwanza,<built-in function zeros>,unknown,GeoData Consultants Ltd,WUG,False,handpump,user-group,unknown,soft,enough,groundwater,hand pump
66031,0.0,29.0,Ministry Of Water,1182,Hesawa,0,Lake Victoria,Ntoroko,Mara,450.0,True,GeoData Consultants Ltd,VWC,False,submersible,user-group,never pay,soft,enough,surface,communal standpipe
32846,20.0,7.0,Amref,60,AMREF,0,Wami / Ruvu,Ngarambe Kati,Pwani,500.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,per bucket,soft,enough,groundwater,hand pump
55470,1000.0,7.0,Kalta,1757,Kalta,0,Rufiji,Kibugumo,Iringa,1.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,annually,soft,enough,groundwater,communal standpipe
45443,0.0,unknown,Water,0,MWE &,0,Wami / Ruvu,Madukani,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,motorpump,user-group,per bucket,salty,insufficient,groundwater,communal standpipe
33423,0.0,unknown,Government Of Tanzania,0,MASWI,0,Lake Victoria,Buyagu Center,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump
12619,0.0,2.0,Wfp,1962,Active MKM,0,Internal,Indiani,Arusha,350.0,True,GeoData Consultants Ltd,Parastatal,False,gravity,parastatal,never pay,soft,seasonal,surface,communal standpipe
15595,0.0,5.0,District Council,1244,District council,0,Pangani,Makorereni,Kilimanjaro,1.0,True,GeoData Consultants Ltd,Company,True,gravity,commercial,monthly,soft,enough,groundwater,communal standpipe
1466,0.0,unknown,Tasaf,0,DWE,0,Lake Victoria,Kashozi A,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump
15863,0.0,41.0,Government Of Tanzania,1258,DWE,0,Pangani,Kirongorongo,Kilimanjaro,85.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,insufficient,groundwater,other
32073,0.0,unknown,Kkkt,0,KKKT,0,Lake Rukwa,Iyalawe,Mbeya,<built-in function zeros>,False,GeoData Consultants Ltd,VWC,False,handpump,user-group,on failure,soft,seasonal,groundwater,hand pump
40460,20.0,27.0,Dh,0,DH,0,Wami / Ruvu,Tuatugawe,Morogoro,250.0,True,GeoData Consultants Ltd,VWC,True,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
58265,0.0,unknown,unknown,0,unknown,0,Lake Nyasa,Katela,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
32882,0.0,unknown,Wfp,0,WFP,0,Rufiji,Uhuru,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,insufficient,surface,hand pump
1177,20.0,5.0,Wateraid,1747,DMDD,0,Internal,Lambo,Manyara,244.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,per bucket,soft,enough,groundwater,hand pump
3506,0.0,unknown,Wateraid,0,Maji Tech,0,Lake Tanganyika,Fedu,Tabora,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,monthly,soft,enough,groundwater,hand pump
64670,0.0,14.0,Sekei Village Community,1554,Sekei village community,0,Pangani,Kiutu,Arusha,200.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
33300,1000.0,1.0,Idc,1778,DWE,0,Rufiji,Kilimahewa A,Iringa,1.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
23616,0.0,8.0,Ngiresi Village Community,1640,Ngiresi village community,0,Pangani,Olovolusi,Arusha,300.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,unknown,soft,insufficient,groundwater,communal standpipe
27071,50.0,1.0,Amref,-9,Amref,0,Ruvuma / Southern Coast,Jitegemee,Mtwara,200.0,True,GeoData Consultants Ltd,VWC,True,motorpump,user-group,per bucket,soft,enough,groundwater,communal standpipe
21045,0.0,19.0,Government Of Tanzania,1073,Government,0,Pangani,Mawanda,Kilimanjaro,1.0,True,GeoData Consultants Ltd,WUA,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
1122,0.0,13.0,Shipo,1538,SHIPO,0,Lake Nyasa,Mbugani,Iringa,75.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,on failure,soft,dry,surface,communal standpipe
